Time	Temperature	Dew Point	Humidity	Wind	Wind Speed	Wind Gust	Pressure	Preciptation	Condition	day
12:18 AM	79 F	69 F	72 %	NE	5 mph	0 mph	29.79 in	0.0 in	Thunder	213
12:48 AM	75 F	66 F	73 %	SW	24 mph	36 mph	29.86 in	0.0 in	Heavy T-Storm / Windy	213
1:06 AM	72 F	67 F	84 %	S	5 mph	0 mph	29.84 in	0.3 in	Light Rain with Thunder	213
1:46 AM	73 F	68 F	83 %	ENE	14 mph	0 mph	29.80 in	0.4 in	Rain	213
1:51 AM	73 F	68 F	84 %	ENE	13 mph	0 mph	29.79 in	0.4 in	Rain	213
2:51 AM	73 F	68 F	84 %	ENE	10 mph	0 mph	29.78 in	0.1 in	Cloudy	213
3:44 AM	73 F	69 F	87 %	ENE	6 mph	0 mph	29.79 in	0.0 in	Mostly Cloudy	213
3:51 AM	73 F	69 F	87 %	NE	9 mph	0 mph	29.79 in	0.0 in	Light Rain	213
4:51 AM	73 F	68 F	84 %	NE	7 mph	0 mph	29.78 in	0.0 in	Light Rain	213
5:51 AM	73 F	69 F	87 %	S	7 mph	0 mph	29.79 in	0.1 in	Light Rain	213
6:51 AM	73 F	68 F	84 %	ENE	5 mph	0 mph	29.79 in	0.0 in	Cloudy	213
7:35 AM	73 F	68 F	84 %	NE	7 mph	0 mph	29.79 in	0.0 in	Cloudy	213
7:51 AM	74 F	68 F	82 %	E	5 mph	0 mph	29.78 in	0.0 in	Cloudy	213
8:51 AM	75 F	68 F	79 %	SSE	6 mph	0 mph	29.79 in	0.0 in	Light Rain	213
9:16 AM	74 F	67 F	79 %	ESE	6 mph	0 mph	29.80 in	0.0 in	Light Rain	213
9:51 AM	74 F	68 F	82 %	E	6 mph	0 mph	29.80 in	0.0 in	Cloudy	213
10:51 AM	75 F	67 F	76 %	ESE	6 mph	0 mph	29.80 in	0.0 in	Cloudy	213
11:51 AM	75 F	66 F	73 %	VAR	6 mph	0 mph	29.80 in	0.0 in	Cloudy	213
12:51 PM	77 F	66 F	69 %	SSE	3 mph	0 mph	29.79 in	0.0 in	Mostly Cloudy	213
1:21 PM	79 F	66 F	64 %	CALM	0 mph	0 mph	29.78 in	0.0 in	Mostly Cloudy	213
1:51 PM	80 F	67 F	64 %	NNE	3 mph	0 mph	29.78 in	0.0 in	Mostly Cloudy	213
2:51 PM	82 F	66 F	58 %	CALM	0 mph	0 mph	29.77 in	0.0 in	Mostly Cloudy	213
3:51 PM	83 F	66 F	56 %	CALM	0 mph	0 mph	29.77 in	0.0 in	Mostly Cloudy	213
4:51 PM	83 F	63 F	51 %	ENE	6 mph	0 mph	29.77 in	0.0 in	Partly Cloudy	213
5:51 PM	84 F	61 F	46 %	E	6 mph	0 mph	29.77 in	0.0 in	Partly Cloudy	213
6:51 PM	83 F	60 F	46 %	E	3 mph	0 mph	29.78 in	0.0 in	Partly Cloudy	213
7:51 PM	80 F	67 F	64 %	S	7 mph	0 mph	29.79 in	0.0 in	Partly Cloudy	213
8:51 PM	80 F	67 F	64 %	S	5 mph	0 mph	29.81 in	0.0 in	Fair	213
9:51 PM	80 F	67 F	64 %	SSW	5 mph	0 mph	29.83 in	0.0 in	Fair	213
10:51 PM	79 F	67 F	66 %	S	3 mph	0 mph	29.83 in	0.0 in	Fair	213
11:51 PM	78 F	67 F	68 %	CALM	0 mph	0 mph	29.83 in	0.0 in	Fair	214
12:51 AM	76 F	69 F	79 %	CALM	0 mph	0 mph	29.83 in	0.0 in	Fair	214
1:51 AM	78 F	68 F	71 %	WSW	3 mph	0 mph	29.83 in	0.0 in	Fair	214
2:51 AM	78 F	68 F	71 %	CALM	0 mph	0 mph	29.82 in	0.0 in	Fair	214
3:51 AM	75 F	69 F	82 %	NE	6 mph	0 mph	29.84 in	0.0 in	Fair	214
4:51 AM	74 F	69 F	85 %	NNE	3 mph	0 mph	29.86 in	0.0 in	Fair	214
5:51 AM	77 F	64 F	64 %	NNE	6 mph	0 mph	29.87 in	0.0 in	Partly Cloudy	214
6:51 AM	78 F	62 F	58 %	NE	6 mph	0 mph	29.90 in	0.0 in	Partly Cloudy	214
7:51 AM	78 F	63 F	60 %	ENE	8 mph	0 mph	29.92 in	0.0 in	Partly Cloudy	214
8:51 AM	80 F	63 F	56 %	NE	6 mph	0 mph	29.92 in	0.0 in	Partly Cloudy	214
9:51 AM	82 F	63 F	52 %	ENE	7 mph	0 mph	29.93 in	0.0 in	Partly Cloudy	214
10:51 AM	85 F	64 F	49 %	NE	7 mph	0 mph	29.93 in	0.0 in	Mostly Cloudy	214
11:51 AM	88 F	61 F	40 %	E	5 mph	0 mph	29.92 in	0.0 in	Mostly Cloudy	214
12:51 PM	86 F	62 F	44 %	S	12 mph	0 mph	29.92 in	0.0 in	Mostly Cloudy	214
1:51 PM	89 F	59 F	36 %	SSE	12 mph	0 mph	29.91 in	0.0 in	Mostly Cloudy	214
2:51 PM	89 F	60 F	38 %	S	12 mph	0 mph	29.90 in	0.0 in	Mostly Cloudy	214
3:51 PM	87 F	58 F	37 %	S	15 mph	0 mph	29.89 in	0.0 in	Mostly Cloudy	214
4:51 PM	88 F	61 F	40 %	SSE	12 mph	0 mph	29.88 in	0.0 in	Partly Cloudy	214
5:51 PM	84 F	65 F	53 %	S	12 mph	0 mph	29.90 in	0.0 in	Mostly Cloudy	214
6:51 PM	82 F	64 F	54 %	S	14 mph	0 mph	29.92 in	0.0 in	Mostly Cloudy	214
7:51 PM	81 F	68 F	65 %	S	10 mph	22 mph	29.94 in	0.0 in	Mostly Cloudy	214
8:51 PM	81 F	69 F	67 %	S	13 mph	0 mph	29.95 in	0.0 in	Mostly Cloudy	214
9:51 PM	80 F	71 F	74 %	S	9 mph	0 mph	29.95 in	0.0 in	Mostly Cloudy	214
10:51 PM	80 F	70 F	71 %	S	6 mph	0 mph	29.94 in	0.0 in	Mostly Cloudy	214
11:51 PM	80 F	70 F	71 %	S	6 mph	0 mph	29.94 in	0.0 in	Mostly Cloudy	215
12:51 AM	80 F	70 F	71 %	S	9 mph	0 mph	29.94 in	0.0 in	Cloudy	215
1:51 AM	80 F	69 F	69 %	S	9 mph	0 mph	29.92 in	0.0 in	N/A	215
2:51 AM	79 F	70 F	74 %	S	7 mph	0 mph	29.91 in	0.0 in	Cloudy	215
3:51 AM	79 F	71 F	77 %	S	9 mph	0 mph	29.92 in	0.0 in	Cloudy	215
4:07 AM	79 F	71 F	77 %	S	9 mph	0 mph	29.92 in	0.0 in	Cloudy	215
4:51 AM	77 F	71 F	82 %	S	9 mph	0 mph	29.92 in	0.0 in	Mostly Cloudy	215
5:51 AM	77 F	71 F	82 %	S	9 mph	0 mph	29.92 in	0.0 in	Mostly Cloudy	215
6:51 AM	77 F	71 F	82 %	S	12 mph	0 mph	29.92 in	0.0 in	Mostly Cloudy	215
7:51 AM	77 F	71 F	82 %	SSE	18 mph	22 mph	29.91 in	0.0 in	Mostly Cloudy	215
8:51 AM	82 F	72 F	71 %	S	16 mph	23 mph	29.90 in	0.0 in	Mostly Cloudy	215
9:51 AM	82 F	73 F	74 %	SSE	16 mph	22 mph	29.90 in	0.0 in	Mostly Cloudy	215
10:51 AM	85 F	75 F	72 %	SSE	23 mph	32 mph	29.87 in	0.0 in	Mostly Cloudy / Windy	215
10:55 AM	85 F	75 F	72 %	S	17 mph	32 mph	29.88 in	0.0 in	Mostly Cloudy	215
11:25 AM	87 F	75 F	67 %	SSE	24 mph	32 mph	29.87 in	0.0 in	Mostly Cloudy / Windy	215
11:51 AM	87 F	74 F	65 %	S	21 mph	29 mph	29.87 in	0.0 in	Mostly Cloudy / Windy	215
12:19 PM	89 F	74 F	61 %	SSE	21 mph	26 mph	29.86 in	0.0 in	Mostly Cloudy / Windy	215
12:51 PM	88 F	74 F	63 %	S	16 mph	23 mph	29.85 in	0.0 in	Mostly Cloudy	215
1:51 PM	89 F	74 F	61 %	S	17 mph	0 mph	29.84 in	0.0 in	Mostly Cloudy	215
2:51 PM	88 F	74 F	63 %	S	20 mph	26 mph	29.83 in	0.0 in	Mostly Cloudy	215
3:51 PM	88 F	74 F	63 %	SSE	18 mph	0 mph	29.81 in	0.0 in	Mostly Cloudy	215
4:51 PM	90 F	74 F	59 %	S	16 mph	0 mph	29.80 in	0.0 in	Partly Cloudy	215
5:51 PM	88 F	74 F	63 %	S	13 mph	0 mph	29.80 in	0.0 in	Partly Cloudy	215
6:51 PM	87 F	73 F	63 %	S	13 mph	0 mph	29.81 in	0.0 in	Partly Cloudy	215
7:51 PM	87 F	73 F	63 %	S	8 mph	0 mph	29.82 in	0.0 in	Mostly Cloudy	215
8:51 PM	86 F	73 F	65 %	S	13 mph	0 mph	29.85 in	0.0 in	Mostly Cloudy	215
9:51 PM	86 F	73 F	65 %	S	10 mph	0 mph	29.85 in	0.0 in	Mostly Cloudy	215
10:51 PM	85 F	74 F	69 %	S	12 mph	0 mph	29.86 in	0.0 in	Partly Cloudy	215
11:51 PM	85 F	73 F	67 %	SSW	12 mph	0 mph	29.87 in	0.0 in	Partly Cloudy	216
12:51 AM	85 F	73 F	67 %	SW	9 mph	17 mph	29.86 in	0.0 in	Partly Cloudy	216
1:51 AM	85 F	70 F	61 %	W	16 mph	21 mph	29.88 in	0.0 in	Partly Cloudy	216
2:51 AM	85 F	62 F	46 %	WSW	16 mph	23 mph	29.89 in	0.0 in	Mostly Cloudy	216
3:51 AM	84 F	62 F	47 %	W	9 mph	0 mph	29.91 in	0.0 in	Mostly Cloudy	216
4:51 AM	83 F	59 F	44 %	WSW	12 mph	0 mph	29.93 in	0.0 in	Mostly Cloudy	216
5:51 AM	82 F	60 F	47 %	WSW	10 mph	0 mph	29.95 in	0.0 in	Mostly Cloudy	216
6:51 AM	81 F	60 F	49 %	W	10 mph	0 mph	29.97 in	0.0 in	Mostly Cloudy	216
7:51 AM	82 F	60 F	47 %	W	8 mph	0 mph	29.98 in	0.0 in	Mostly Cloudy	216
8:51 AM	83 F	61 F	47 %	W	8 mph	0 mph	29.99 in	0.0 in	Partly Cloudy	216
9:51 AM	85 F	61 F	44 %	WSW	6 mph	0 mph	30.00 in	0.0 in	Partly Cloudy	216
10:51 AM	86 F	61 F	43 %	VAR	7 mph	0 mph	29.99 in	0.0 in	Partly Cloudy	216
11:51 AM	89 F	60 F	38 %	SW	14 mph	23 mph	29.99 in	0.0 in	Partly Cloudy	216
12:51 PM	90 F	61 F	38 %	SW	15 mph	21 mph	29.98 in	0.0 in	Fair	216
1:51 PM	92 F	60 F	34 %	SW	13 mph	0 mph	29.99 in	0.0 in	Fair	216
2:51 PM	92 F	59 F	33 %	WSW	15 mph	21 mph	29.98 in	0.0 in	Partly Cloudy	216
3:51 PM	91 F	60 F	35 %	SSW	13 mph	0 mph	29.97 in	0.0 in	Partly Cloudy	216
4:51 PM	89 F	67 F	48 %	SSE	15 mph	21 mph	29.99 in	0.0 in	Mostly Cloudy	216
5:51 PM	87 F	68 F	53 %	S	12 mph	0 mph	29.99 in	0.0 in	Mostly Cloudy	216
6:51 PM	86 F	68 F	55 %	S	9 mph	0 mph	30.00 in	0.0 in	Mostly Cloudy	216
7:51 PM	86 F	68 F	55 %	S	10 mph	0 mph	30.01 in	0.0 in	Mostly Cloudy	216
8:06 PM	86 F	69 F	57 %	S	9 mph	0 mph	30.01 in	0.0 in	Light Rain with Thunder	216
8:11 PM	86 F	69 F	57 %	SSW	14 mph	0 mph	30.03 in	0.0 in	Light Rain with Thunder	216
8:19 PM	82 F	69 F	65 %	SSW	18 mph	32 mph	30.05 in	0.1 in	Light Rain with Thunder	216
8:22 PM	80 F	69 F	69 %	SW	37 mph	46 mph	30.07 in	0.1 in	T-Storm / Windy	216
8:25 PM	76 F	68 F	76 %	W	23 mph	46 mph	30.04 in	0.1 in	Heavy T-Storm / Windy	216
8:28 PM	74 F	67 F	79 %	W	23 mph	46 mph	30.05 in	0.3 in	Heavy T-Storm / Windy	216
8:33 PM	75 F	67 F	76 %	W	20 mph	32 mph	30.05 in	0.3 in	Light Rain with Thunder	216
8:37 PM	76 F	67 F	74 %	W	17 mph	0 mph	30.04 in	0.3 in	Light Rain with Thunder	216
8:51 PM	77 F	66 F	69 %	VAR	3 mph	0 mph	30.03 in	0.3 in	Mostly Cloudy	216
9:51 PM	77 F	68 F	74 %	NNE	5 mph	0 mph	30.02 in	0.0 in	Cloudy	216
10:51 PM	76 F	69 F	79 %	ESE	7 mph	0 mph	30.01 in	0.0 in	Cloudy	216
11:51 PM	77 F	69 F	76 %	S	6 mph	0 mph	30.03 in	0.0 in	Cloudy	217
12:51 AM	77 F	68 F	74 %	S	5 mph	0 mph	30.01 in	0.0 in	Mostly Cloudy	217
1:51 AM	78 F	67 F	68 %	ESE	3 mph	0 mph	30.00 in	0.0 in	Cloudy	217
2:51 AM	76 F	69 F	79 %	E	6 mph	0 mph	29.98 in	0.0 in	Cloudy	217
3:12 AM	76 F	70 F	82 %	ENE	7 mph	0 mph	29.98 in	0.0 in	Cloudy	217
3:34 AM	76 F	70 F	82 %	ENE	9 mph	0 mph	29.97 in	0.0 in	Light Rain with Thunder	217
3:51 AM	75 F	69 F	82 %	E	12 mph	0 mph	29.96 in	0.1 in	T-Storm	217
4:26 AM	75 F	70 F	84 %	ESE	5 mph	0 mph	29.96 in	0.0 in	Light Rain	217
4:36 AM	74 F	70 F	87 %	NNE	3 mph	0 mph	29.96 in	0.1 in	Heavy Rain	217
4:51 AM	74 F	70 F	87 %	CALM	0 mph	0 mph	29.96 in	0.1 in	Cloudy	217
5:47 AM	75 F	70 F	83 %	NE	9 mph	0 mph	29.94 in	0.0 in	Cloudy	217
5:51 AM	75 F	70 F	84 %	NNE	9 mph	0 mph	29.94 in	0.0 in	Cloudy	217
6:34 AM	76 F	71 F	85 %	ENE	9 mph	0 mph	29.92 in	0.0 in	Cloudy	217
6:51 AM	76 F	72 F	87 %	ENE	9 mph	0 mph	29.92 in	0.0 in	Cloudy	217
7:21 AM	77 F	73 F	88 %	ENE	7 mph	0 mph	29.91 in	0.0 in	Cloudy	217
7:39 AM	81 F	75 F	82 %	SE	13 mph	0 mph	29.91 in	0.0 in	Cloudy	217
7:43 AM	81 F	75 F	82 %	SE	13 mph	0 mph	29.91 in	0.0 in	Cloudy	217
7:46 AM	82 F	75 F	79 %	SSE	14 mph	18 mph	29.90 in	0.0 in	Cloudy	217
7:51 AM	82 F	75 F	79 %	SSE	15 mph	18 mph	29.90 in	0.0 in	Cloudy	217
8:51 AM	82 F	73 F	74 %	SE	16 mph	23 mph	29.86 in	0.0 in	Mostly Cloudy	217
9:51 AM	81 F	73 F	77 %	ESE	25 mph	32 mph	29.79 in	0.0 in	Light Rain / Windy	217
10:51 AM	79 F	73 F	82 %	ESE	30 mph	41 mph	29.69 in	0.2 in	Rain / Windy	217
11:19 AM	79 F	73 F	82 %	ESE	37 mph	48 mph	29.61 in	0.1 in	Rain / Windy	217
11:21 AM	79 F	73 F	82 %	ESE	33 mph	48 mph	29.61 in	0.1 in	Heavy Rain / Windy	217
11:51 AM	80 F	72 F	76 %	SE	35 mph	60 mph	29.55 in	0.1 in	Light Rain / Windy	217
12:36 PM	78 F	71 F	79 %	SSE	53 mph	69 mph	29.50 in	0.0 in	Light Rain / Windy	217
12:51 PM	75 F	68 F	79 %	S	44 mph	59 mph	29.47 in	0.0 in	Light Rain / Windy	217
1:51 PM	74 F	67 F	79 %	S	22 mph	38 mph	29.44 in	0.0 in	Haze / Windy	217
1:55 PM	74 F	68 F	82 %	S	17 mph	35 mph	29.44 in	0.0 in	Haze	217
2:08 PM	75 F	68 F	79 %	S	16 mph	23 mph	29.44 in	0.0 in	Cloudy	217
2:51 PM	77 F	69 F	76 %	SW	22 mph	33 mph	29.50 in	0.0 in	Light Rain / Windy	217
3:22 PM	80 F	62 F	54 %	WSW	24 mph	40 mph	29.61 in	0.0 in	Mostly Cloudy / Windy	217
3:51 PM	81 F	63 F	54 %	WSW	33 mph	52 mph	29.67 in	0.0 in	Partly Cloudy / Windy	217
4:51 PM	82 F	63 F	52 %	WSW	26 mph	33 mph	29.73 in	0.0 in	Partly Cloudy / Windy	217
5:51 PM	82 F	63 F	52 %	SW	13 mph	25 mph	29.78 in	0.0 in	Partly Cloudy	217
6:51 PM	81 F	63 F	54 %	WSW	12 mph	22 mph	29.82 in	0.0 in	Partly Cloudy	217
7:51 PM	81 F	64 F	56 %	SW	10 mph	0 mph	29.85 in	0.0 in	Partly Cloudy	217
8:51 PM	80 F	65 F	60 %	SSW	8 mph	0 mph	29.87 in	0.0 in	Partly Cloudy	217
9:51 PM	80 F	67 F	64 %	SSW	12 mph	0 mph	29.88 in	0.0 in	Fair	217
10:51 PM	80 F	68 F	67 %	SSW	12 mph	0 mph	29.89 in	0.0 in	Partly Cloudy	217
11:51 PM	80 F	69 F	69 %	WSW	10 mph	0 mph	29.90 in	0.0 in	Mostly Cloudy	218
12:51 AM	79 F	69 F	72 %	SW	7 mph	0 mph	29.90 in	0.0 in	Mostly Cloudy	218
1:51 AM	79 F	69 F	72 %	SW	9 mph	0 mph	29.89 in	0.0 in	Mostly Cloudy	218
2:51 AM	79 F	69 F	72 %	WSW	8 mph	0 mph	29.89 in	0.0 in	Mostly Cloudy	218
3:51 AM	78 F	68 F	71 %	WSW	8 mph	0 mph	29.90 in	0.0 in	Partly Cloudy	218
4:51 AM	77 F	68 F	74 %	W	6 mph	0 mph	29.92 in	0.0 in	Partly Cloudy	218
5:43 AM	78 F	68 F	71 %	W	12 mph	0 mph	29.94 in	0.0 in	Fair	218
5:51 AM	78 F	68 F	71 %	WSW	8 mph	0 mph	29.94 in	0.0 in	Fair	218
6:51 AM	79 F	67 F	66 %	VAR	5 mph	0 mph	29.96 in	0.0 in	Partly Cloudy	218
7:51 AM	80 F	68 F	67 %	N	3 mph	0 mph	29.96 in	0.0 in	Fair	218
8:51 AM	82 F	66 F	58 %	CALM	0 mph	0 mph	29.97 in	0.0 in	Fair	218
9:51 AM	84 F	63 F	49 %	WNW	8 mph	0 mph	29.98 in	0.0 in	Fair	218
10:51 AM	86 F	57 F	37 %	W	14 mph	18 mph	29.99 in	0.0 in	Fair	218
11:51 AM	86 F	60 F	41 %	W	8 mph	0 mph	29.98 in	0.0 in	Mostly Cloudy	218
12:51 PM	88 F	57 F	35 %	W	12 mph	18 mph	29.98 in	0.0 in	Partly Cloudy	218
1:51 PM	88 F	56 F	34 %	WNW	9 mph	0 mph	29.98 in	0.0 in	Mostly Cloudy	218
2:51 PM	89 F	55 F	31 %	W	12 mph	0 mph	29.97 in	0.0 in	Partly Cloudy	218
3:51 PM	89 F	56 F	32 %	WSW	12 mph	0 mph	29.98 in	0.0 in	Partly Cloudy	218
4:51 PM	88 F	56 F	34 %	W	9 mph	0 mph	29.97 in	0.0 in	Partly Cloudy	218
5:51 PM	87 F	55 F	33 %	W	15 mph	0 mph	29.98 in	0.0 in	Partly Cloudy	218
6:51 PM	85 F	58 F	40 %	W	9 mph	0 mph	29.99 in	0.0 in	Partly Cloudy	218
7:51 PM	84 F	58 F	41 %	WNW	9 mph	0 mph	30.00 in	0.0 in	Partly Cloudy	218
8:51 PM	83 F	58 F	42 %	WNW	13 mph	0 mph	30.02 in	0.0 in	Partly Cloudy	218
9:51 PM	82 F	59 F	45 %	WNW	8 mph	0 mph	30.02 in	0.0 in	Fair	218
10:51 PM	81 F	59 F	47 %	WNW	3 mph	0 mph	30.03 in	0.0 in	Partly Cloudy	218
11:51 PM	82 F	57 F	42 %	WSW	6 mph	0 mph	30.04 in	0.0 in	Mostly Cloudy	219
12:51 AM	80 F	60 F	50 %	CALM	0 mph	0 mph	30.03 in	0.0 in	Mostly Cloudy	219
1:51 AM	80 F	58 F	47 %	CALM	0 mph	0 mph	30.03 in	0.0 in	Mostly Cloudy	219
2:51 AM	78 F	61 F	56 %	CALM	0 mph	0 mph	30.03 in	0.0 in	Mostly Cloudy	219
3:51 AM	75 F	65 F	71 %	NE	6 mph	0 mph	30.04 in	0.0 in	Mostly Cloudy	219
4:51 AM	74 F	65 F	73 %	ESE	5 mph	0 mph	30.05 in	0.0 in	Mostly Cloudy	219
5:51 AM	74 F	63 F	68 %	NE	8 mph	0 mph	30.07 in	0.0 in	Mostly Cloudy	219
6:51 AM	74 F	63 F	68 %	ENE	8 mph	0 mph	30.07 in	0.0 in	Mostly Cloudy	219
7:51 AM	74 F	61 F	64 %	NE	10 mph	0 mph	30.09 in	0.0 in	Cloudy	219
8:51 AM	74 F	60 F	62 %	NE	10 mph	0 mph	30.10 in	0.0 in	Cloudy	219
9:51 AM	74 F	61 F	64 %	ENE	8 mph	0 mph	30.11 in	0.0 in	Light Rain	219
10:51 AM	76 F	63 F	64 %	ENE	8 mph	0 mph	30.11 in	0.0 in	Cloudy	219
11:51 AM	79 F	64 F	60 %	NE	8 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	219
12:51 PM	80 F	64 F	58 %	NE	9 mph	0 mph	30.08 in	0.0 in	Mostly Cloudy	219
1:51 PM	81 F	62 F	52 %	NE	8 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	219
2:51 PM	81 F	62 F	52 %	VAR	5 mph	0 mph	30.07 in	0.0 in	Mostly Cloudy	219
3:51 PM	81 F	63 F	54 %	ESE	7 mph	0 mph	30.06 in	0.0 in	Mostly Cloudy	219
4:51 PM	80 F	60 F	50 %	S	10 mph	0 mph	30.07 in	0.0 in	Partly Cloudy	219
5:51 PM	79 F	54 F	42 %	S	10 mph	0 mph	30.07 in	0.0 in	Mostly Cloudy	219
6:51 PM	78 F	55 F	45 %	SSE	8 mph	0 mph	30.07 in	0.0 in	Mostly Cloudy	219
7:51 PM	78 F	54 F	43 %	SSW	5 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	219
8:51 PM	78 F	55 F	45 %	ESE	3 mph	0 mph	30.09 in	0.0 in	Cloudy	219
9:51 PM	77 F	58 F	52 %	E	5 mph	0 mph	30.08 in	0.0 in	Cloudy	219
10:51 PM	77 F	58 F	52 %	SE	5 mph	0 mph	30.08 in	0.0 in	Cloudy	219
11:51 PM	77 F	60 F	56 %	ESE	5 mph	0 mph	30.08 in	0.0 in	Cloudy	220
12:51 AM	76 F	59 F	56 %	E	3 mph	0 mph	30.07 in	0.0 in	Cloudy	220
1:51 AM	74 F	62 F	66 %	NE	7 mph	0 mph	30.06 in	0.0 in	Cloudy	220
2:51 AM	75 F	60 F	60 %	ENE	7 mph	0 mph	30.06 in	0.0 in	Cloudy	220
3:51 AM	74 F	61 F	64 %	NE	5 mph	0 mph	30.07 in	0.0 in	Cloudy	220
4:51 AM	72 F	63 F	73 %	N	3 mph	0 mph	30.10 in	0.1 in	Light Rain	220
5:51 AM	72 F	64 F	76 %	NNW	5 mph	0 mph	30.11 in	0.0 in	Light Rain	220
6:51 AM	71 F	64 F	78 %	NE	7 mph	0 mph	30.12 in	0.1 in	Cloudy	220
7:51 AM	72 F	66 F	81 %	NE	7 mph	0 mph	30.13 in	0.1 in	Rain	220
8:25 AM	72 F	67 F	84 %	ENE	9 mph	0 mph	30.13 in	0.0 in	Light Rain	220
8:51 AM	72 F	67 F	84 %	NE	8 mph	0 mph	30.12 in	0.0 in	Light Rain	220
9:01 AM	73 F	67 F	81 %	NE	8 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	220
9:17 AM	73 F	67 F	81 %	NE	8 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	220
9:51 AM	74 F	67 F	79 %	NE	10 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	220
10:23 AM	75 F	65 F	71 %	NE	10 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	220
10:51 AM	76 F	64 F	67 %	ENE	13 mph	0 mph	30.12 in	0.0 in	Mostly Cloudy	220
11:51 AM	79 F	64 F	60 %	NE	13 mph	0 mph	30.10 in	0.0 in	Mostly Cloudy	220
12:51 PM	79 F	65 F	62 %	NE	12 mph	0 mph	30.10 in	0.0 in	Mostly Cloudy	220
1:51 PM	77 F	64 F	64 %	NE	13 mph	0 mph	30.10 in	0.0 in	Mostly Cloudy	220
2:18 PM	78 F	65 F	64 %	NE	13 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	220
2:51 PM	78 F	65 F	64 %	NE	12 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	220
3:51 PM	78 F	65 F	64 %	NE	13 mph	0 mph	30.07 in	0.0 in	Mostly Cloudy	220
4:51 PM	77 F	64 F	64 %	NE	10 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	220
5:51 PM	77 F	65 F	66 %	NE	8 mph	0 mph	30.08 in	0.0 in	Mostly Cloudy	220
6:37 PM	75 F	66 F	73 %	NNE	3 mph	0 mph	30.09 in	0.0 in	Light Rain with Thunder	220
6:51 PM	75 F	67 F	76 %	CALM	0 mph	0 mph	30.10 in	0.0 in	Light Rain with Thunder	220
7:39 PM	75 F	67 F	76 %	SE	7 mph	0 mph	30.09 in	0.1 in	Light Rain	220
7:51 PM	75 F	67 F	76 %	ESE	16 mph	0 mph	30.05 in	0.1 in	Rain	220
8:51 PM	75 F	68 F	79 %	NNE	7 mph	0 mph	30.08 in	0.0 in	Cloudy	220
9:51 PM	73 F	68 F	84 %	ENE	8 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	220
10:51 PM	74 F	68 F	82 %	ENE	8 mph	0 mph	30.09 in	0.0 in	Cloudy	220
11:51 PM	74 F	68 F	82 %	CALM	0 mph	0 mph	30.11 in	0.0 in	Mostly Cloudy	221
12:51 AM	74 F	68 F	82 %	N	3 mph	0 mph	30.11 in	0.0 in	Mostly Cloudy	221
1:51 AM	73 F	67 F	81 %	NNE	5 mph	0 mph	30.11 in	0.0 in	Cloudy	221
2:42 AM	73 F	66 F	79 %	NE	6 mph	0 mph	30.11 in	0.0 in	Cloudy	221
2:51 AM	73 F	66 F	79 %	ENE	7 mph	0 mph	30.11 in	0.0 in	Mostly Cloudy	221
3:31 AM	73 F	66 F	79 %	E	6 mph	0 mph	30.10 in	0.0 in	Cloudy	221
3:51 AM	72 F	66 F	81 %	E	7 mph	0 mph	30.09 in	0.0 in	Cloudy	221
4:51 AM	72 F	67 F	84 %	NNE	3 mph	0 mph	30.11 in	0.0 in	Mostly Cloudy	221
5:51 AM	73 F	67 F	81 %	NE	5 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	221
6:51 AM	74 F	67 F	79 %	NE	7 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	221
7:51 AM	74 F	67 F	79 %	CALM	0 mph	0 mph	30.14 in	0.0 in	Mostly Cloudy	221
8:10 AM	75 F	66 F	73 %	ENE	3 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	221
8:51 AM	76 F	67 F	74 %	NE	3 mph	0 mph	30.14 in	0.0 in	Mostly Cloudy	221
9:51 AM	79 F	67 F	66 %	NE	5 mph	0 mph	30.14 in	0.0 in	Mostly Cloudy	221
10:36 AM	79 F	66 F	64 %	NE	3 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	221
10:51 AM	79 F	67 F	66 %	NE	3 mph	0 mph	30.12 in	0.0 in	Mostly Cloudy	221
11:51 AM	81 F	66 F	60 %	NE	6 mph	0 mph	30.13 in	0.0 in	Mostly Cloudy	221
12:51 PM	83 F	66 F	56 %	NE	5 mph	0 mph	30.11 in	0.0 in	Mostly Cloudy	221
1:51 PM	85 F	65 F	51 %	N	5 mph	0 mph	30.10 in	0.0 in	Mostly Cloudy	221
2:51 PM	82 F	66 F	58 %	S	8 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	221
3:51 PM	82 F	67 F	60 %	SSE	10 mph	0 mph	30.09 in	0.0 in	Mostly Cloudy	221
